type,start_point,end_point,hex_code,d_code
gap,00000001000011C0,00000001000011C1,['55'],"['None', 'None', 'None', 'None', 'None', 'public __Z3getc ', '__Z3getc proc near  ', 'None', 'None', 'var_5 = byte ptr -5 ', 'var_4 = dword ptr -4 ', 'None', 'push rbp ']"
entry,00000001000011C1,00000001000011C4,"['48', '89', 'E5']","['mov rbp, rsp ']"
entry,00000001000011C4,00000001000011C7,"['40', '88', 'F8']","['mov al, dil ']"
entry,00000001000011C7,00000001000011CA,"['88', '45', 'FB']","['mov [rbp+var_5], al ']"
entry,00000001000011CA,00000001000011CE,"['0F', 'BE', '7D', 'FB']","['movsx edi, [rbp+var_5] ']"
entry,00000001000011CE,00000001000011D4,"['81', 'FF', '6F', '00', '00', '00']","['cmp edi, 6Fh  ']"
entry,00000001000011D4,00000001000011DA,"['0F', '85', '0C', '00', '00', '00']",['jnz loc_1000011E6 ']
entry,00000001000011DA,00000001000011E1,"['C7', '45', 'FC', '00', '00', '00', '00']","['mov [rbp+var_4], 0 ']"
entry,00000001000011E1,00000001000011E6,"['E9', 'C4', '00', '00', '00']",['jmp loc_1000012AA ']
gap,00000001000011E6,00000001000011EA,"['0F', 'BE', '45', 'FB']","['None', 'None', 'loc_1000011E6:  ', 'movsx eax, [rbp+var_5] ']"
entry,00000001000011EA,00000001000011EF,"['3D', '69', '00', '00', '00']","['cmp eax, 69h  ']"
entry,00000001000011EF,00000001000011F5,"['0F', '85', '0C', '00', '00', '00']",['jnz loc_100001201 ']
entry,00000001000011F5,00000001000011FC,"['C7', '45', 'FC', '01', '00', '00', '00']","['mov [rbp+var_4], 1 ']"
entry,00000001000011FC,0000000100001201,"['E9', 'A9', '00', '00', '00']",['jmp loc_1000012AA ']
gap,0000000100001201,0000000100001205,"['0F', 'BE', '45', 'FB']","['None', 'None', 'loc_100001201:  ', 'movsx eax, [rbp+var_5] ']"
entry,0000000100001205,000000010000120A,"['3D', '65', '00', '00', '00']","['cmp eax, 65h  ']"
