idiom,label,count
"cmp [ebp+var_50], 10h  | * | mov edx, [ebp+var_64] ",msvc,1
"jb short loc_4010E6  | * | mov [ebp+var_78], edx ",msvc,1
"mov edx, [ebp+var_64]  | * | jmp short loc_4010EC ",msvc,1
"mov [ebp+var_78], edx  | * | loc_4010E6:  ",msvc,1
"jmp short loc_4010EC  | * | lea eax, [ebp+var_64] ",msvc,1
"loc_4010E6:   | * | mov [ebp+var_78], eax ",msvc,1
"lea eax, [ebp+var_64]  | * | loc_4010EC:  ",msvc,1
"mov [ebp+var_78], eax  | * | mov esi, [ebp+var_48] ",msvc,1
"loc_4010EC:   | * | cmp ecx, 10h ",msvc,1
"mov esi, [ebp+var_48]  | * | jnb short loc_4010F7 ",msvc,1
"cmp ecx, 10h  | * | lea esi, [ebp+var_48] ",msvc,1
jnb short loc_4010F7  | * | loc_4010F7:  ,msvc,1
"lea esi, [ebp+var_48]  | * | mov ecx, dword_4054D8 ",msvc,1
"loc_4010F7:   | * | mov eax, [ecx+4] ",msvc,1
"mov ecx, dword_4054D8  | * | cmp byte ptr [eax+0Fh], 0 ",msvc,3
"mov eax, [ecx+4]  | * | mov ebx, ecx ",msvc,2
"cmp byte ptr [eax+0Fh], 0  | * | jnz short loc_401124 ",msvc,1
"mov ebx, ecx  | * | mov dl, [esi+edi] ",msvc,2
jnz short loc_401124  | * | jmp short loc_401110 ,msvc,1
"mov dl, [esi+edi]  | * | align 10h ",msvc,1
jmp short loc_401110  | * | loc_401110:  ,msvc,1
"align 10h  | * | cmp [eax+0Ch], dl ",msvc,1
loc_401110:   | * | jge short loc_40111A ,msvc,1
"cmp [eax+0Ch], dl  | * | mov eax, [eax+8] ",msvc,2
jge short loc_40111A  | * | jmp short loc_40111E ,msvc,1
"mov eax, [eax+8]  | * | loc_40111A:  ",msvc,1
"jmp short loc_40111E  | * | mov ebx, eax ",msvc,1
"loc_40111A:   | * | mov eax, [eax] ",msvc,1
"mov ebx, eax  | * | loc_40111E:  ",msvc,1
"mov eax, [eax]  | * | cmp byte ptr [eax+0Fh], 0 ",msvc,2
loc_40111E:   | * | jz short loc_401110 ,msvc,1
"cmp byte ptr [eax+0Fh], 0  | * | loc_401124:  ",msvc,1
"jz short loc_401110  | * | cmp ebx, ecx ",msvc,1
loc_401124:   | * | jz short loc_401130 ,msvc,1
"cmp ebx, ecx  | * | mov cl, [esi+edi] ",msvc,2
"jz short loc_401130  | * | cmp cl, [ebx+0Ch] ",msvc,1
"mov cl, [esi+edi]  | * | jge short loc_40114E ",msvc,1
"cmp cl, [ebx+0Ch]  | * | loc_401130:  ",msvc,1
"jge short loc_40114E  | * | mov dl, [esi+edi] ",msvc,1
"loc_401130:   | * | lea esi, [ebp+var_66] ",msvc,1
"mov dl, [esi+edi]  | * | mov [ebp+var_66], dl ",msvc,2
"lea esi, [ebp+var_66]  | * | mov [ebp+var_65], 0 ",msvc,2
"mov [ebp+var_66], dl  | * | call sub_402300 ",msvc,2
"mov [ebp+var_65], 0  | * | push ebx ",msvc,2
"call sub_402300  | * | lea ebx, [ebp+var_70] ",msvc,2
push ebx  | * | call sub_401CE0 ,msvc,2
"lea ebx, [ebp+var_70]  | * | mov ebx, [ebp+var_70] ",msvc,2
call sub_401CE0  | * | loc_40114E:  ,msvc,1
"mov ebx, [ebp+var_70]  | * | mov eax, [ebp+var_78] ",msvc,1
"loc_40114E:   | * | mov cl, [eax+edi] ",msvc,1
"mov eax, [ebp+var_78]  | * | mov esi, [ebp+var_6C] ",msvc,1
"mov cl, [eax+edi]  | * | mov [ebx+0Dh], cl ",msvc,1
"mov esi, [ebp+var_6C]  | * | loc_40115A:  ",msvc,1
"mov [ebx+0Dh], cl  | * | inc edi ",msvc,1
"loc_40115A:   | * | cmp edi, [ebp+var_38] ",msvc,1
inc edi  | * | jl loc_4010C0 ,msvc,1
"cmp edi, [ebp+var_38]  | * | loc_401164:  ",msvc,1
"jl loc_4010C0  | * | mov edi, 10h ",msvc,1
"loc_401164:   | * | cmp [ebp+var_50], edi ",msvc,1
"mov edi, 10h  | * | jb short loc_40117B ",msvc,1
"cmp [ebp+var_50], edi  | * | mov edx, [ebp+var_64] ",msvc,1
jb short loc_40117B  | * | push edx ,msvc,1
"mov edx, [ebp+var_64]  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,1
"push edx  | * | add esp, 4 ",msvc,9
call ds:__imp_??3@YAXPAX@Z   | * | loc_40117B:  ,msvc,1
"add esp, 4  | * | xor ebx, ebx ",msvc,3
"loc_40117B:   | * | mov [ebp+var_4], 0FFFFFFFFh ",msvc,1
"xor ebx, ebx  | * | mov [ebp+var_50], 0Fh ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov [ebp+var_54], ebx ",msvc,1
"mov [ebp+var_50], 0Fh  | * | mov byte ptr [ebp+var_64], bl ",msvc,1
"mov [ebp+var_54], ebx  | * | cmp [ebp+var_34], edi ",msvc,1
"mov byte ptr [ebp+var_64], bl  | * | jb short loc_4011A3 ",msvc,1
"cmp [ebp+var_34], edi  | * | mov eax, [ebp+var_48] ",msvc,1
jb short loc_4011A3  | * | push eax ,msvc,1
"mov eax, [ebp+var_48]  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,1
"push eax  | * | add esp, 4 ",msvc,95
call ds:__imp_??3@YAXPAX@Z   | * | loc_4011A3:  ,msvc,1
"add esp, 4  | * | add esi, 1Ch ",msvc,1
"loc_4011A3:   | * | mov [ebp+var_6C], esi ",msvc,1
"add esi, 1Ch  | * | cmp esi, offset argc ",msvc,1
"mov [ebp+var_6C], esi  | * | jl loc_401073 ",msvc,1
"cmp esi, offset argc  | * | lea ecx, [ebp+var_74] ",msvc,1
jl loc_401073  | * | push ecx ,msvc,1
"lea ecx, [ebp+var_74]  | * | push offset Format  ",msvc,1
push ecx  | * | call ds:scanf ,msvc,1
"push offset Format   | * | add esp, 8 ",msvc,3
"call ds:scanf  | * | mov [ebp+var_6C], ebx ",msvc,1
"add esp, 8  | * | cmp [ebp+var_74], ebx ",msvc,1
"mov [ebp+var_6C], ebx  | * | jle loc_4012F3 ",msvc,1
"cmp [ebp+var_74], ebx  | * | loc_4011D3:  ",msvc,1
"jle loc_4012F3  | * | mov [ebp+var_18], 0Fh ",msvc,1
"loc_4011D3:   | * | mov [ebp+var_1C], 0 ",msvc,1
"mov [ebp+var_18], 0Fh  | * | mov byte ptr [ebp+var_2C], 0 ",msvc,2
"mov [ebp+var_1C], 0  | * | mov [ebp+var_4], 2 ",msvc,1
"mov byte ptr [ebp+var_2C], 0  | * | mov eax, ds:?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov [ebp+var_4], 2  | * | mov edx, [eax] ",msvc,1
"mov eax, ds:?cin@std@@3V?$basic_istream@DU?$char_traits@D@std@@@1@A   | * | mov ecx, [edx+4] ",msvc,1
"mov edx, [eax]  | * | push 0Ah ",msvc,1
"mov ecx, [edx+4]  | * | add ecx, eax ",msvc,1
"push 0Ah  | * | mov esi, eax ",msvc,1
"add ecx, eax  | * | call ds:?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z  ",msvc,1
"mov esi, eax  | * | movzx eax, al ",msvc,1
call ds:?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z   | * | push eax ,msvc,1
"movzx eax, al  | * | push esi ",msvc,1
"push eax  | * | lea ecx, [ebp+var_2C] ",msvc,1
push esi  | * | call sub_402190 ,msvc,1
"lea ecx, [ebp+var_2C]  | * | xor edi, edi ",msvc,1
"call sub_402190  | * | add esp, 8 ",msvc,1
"xor edi, edi  | * | cmp [ebp+var_1C], edi ",msvc,1
"add esp, 8  | * | jle loc_4012AD ",msvc,1
"cmp [ebp+var_1C], edi  | * | lea ecx, [ecx+0] ",msvc,1
jle loc_4012AD  | * | loc_401220:  ,msvc,1
"lea ecx, [ecx+0]  | * | mov ecx, [ebp+var_18] ",msvc,1
"loc_401220:   | * | mov eax, [ebp+var_2C] ",msvc,1
"mov ecx, [ebp+var_18]  | * | cmp ecx, 10h ",msvc,1
"mov eax, [ebp+var_2C]  | * | jnb short loc_40122E ",msvc,1
"cmp ecx, 10h  | * | lea eax, [ebp+var_2C] ",msvc,1
jnb short loc_40122E  | * | loc_40122E:  ,msvc,1
"lea eax, [ebp+var_2C]  | * | cmp byte ptr [eax+edi], 20h  ",msvc,1
loc_40122E:   | * | jz short loc_4012A3 ,msvc,1
"cmp byte ptr [eax+edi], 20h   | * | mov esi, [ebp+var_2C] ",msvc,1
"jz short loc_4012A3  | * | cmp ecx, 10h ",msvc,1
"mov esi, [ebp+var_2C]  | * | jnb short loc_40123F ",msvc,1
"cmp ecx, 10h  | * | lea esi, [ebp+var_2C] ",msvc,1
jnb short loc_40123F  | * | loc_40123F:  ,msvc,1
"lea esi, [ebp+var_2C]  | * | mov ecx, dword_4054D8 ",msvc,1
"loc_40123F:   | * | mov eax, [ecx+4] ",msvc,1
"cmp byte ptr [eax+0Fh], 0  | * | jnz short loc_401267 ",msvc,1
jnz short loc_401267  | * | loc_401253:  ,msvc,1
"mov dl, [esi+edi]  | * | cmp [eax+0Ch], dl ",msvc,1
loc_401253:   | * | jge short loc_40125D ,msvc,1
jge short loc_40125D  | * | jmp short loc_401261 ,msvc,1
"mov eax, [eax+8]  | * | loc_40125D:  ",msvc,1
"jmp short loc_401261  | * | mov ebx, eax ",msvc,1
"loc_40125D:   | * | mov eax, [eax] ",msvc,1
"mov ebx, eax  | * | loc_401261:  ",msvc,1
loc_401261:   | * | jz short loc_401253 ,msvc,1
"cmp byte ptr [eax+0Fh], 0  | * | loc_401267:  ",msvc,1
"jz short loc_401253  | * | cmp ebx, ecx ",msvc,1
loc_401267:   | * | jz short loc_401273 ,msvc,1
"jz short loc_401273  | * | cmp cl, [ebx+0Ch] ",msvc,1
"mov cl, [esi+edi]  | * | jge short loc_401291 ",msvc,1
"cmp cl, [ebx+0Ch]  | * | loc_401273:  ",msvc,1
"jge short loc_401291  | * | mov dl, [esi+edi] ",msvc,1
"loc_401273:   | * | lea esi, [ebp+var_66] ",msvc,1
call sub_401CE0  | * | loc_401291:  ,msvc,1
"mov ebx, [ebp+var_70]  | * | cmp [ebp+var_18], 10h ",msvc,1
"loc_401291:   | * | mov eax, [ebp+var_2C] ",msvc,1
"cmp [ebp+var_18], 10h  | * | jnb short loc_40129D ",msvc,1
"mov eax, [ebp+var_2C]  | * | lea eax, [ebp+var_2C] ",msvc,2
jnb short loc_40129D  | * | loc_40129D:  ,msvc,1
"lea eax, [ebp+var_2C]  | * | mov cl, [ebx+0Dh] ",msvc,1
"loc_40129D:   | * | mov [eax+edi], cl ",msvc,1
"mov cl, [ebx+0Dh]  | * | loc_4012A3:  ",msvc,1
"mov [eax+edi], cl  | * | inc edi ",msvc,1
"loc_4012A3:   | * | cmp edi, [ebp+var_1C] ",msvc,1
inc edi  | * | jl loc_401220 ,msvc,1
"cmp edi, [ebp+var_1C]  | * | loc_4012AD:  ",msvc,1
"jl loc_401220  | * | cmp [ebp+var_18], 10h ",msvc,1
"loc_4012AD:   | * | mov eax, [ebp+var_2C] ",msvc,1
"cmp [ebp+var_18], 10h  | * | jnb short loc_4012B9 ",msvc,1
jnb short loc_4012B9  | * | loc_4012B9:  ,msvc,1
"lea eax, [ebp+var_2C]  | * | mov esi, [ebp+var_6C] ",msvc,1
loc_4012B9:   | * | push eax ,msvc,1
"mov esi, [ebp+var_6C]  | * | inc esi ",msvc,1
push eax  | * | push esi ,msvc,14
inc esi  | * | push offset aCaseDS  ,msvc,1
push esi  | * | call ds:printf ,msvc,6
"push offset aCaseDS   | * | add esp, 0Ch ",msvc,1
"call ds:printf  | * | mov [ebp+var_4], 0FFFFFFFFh ",msvc,1
"add esp, 0Ch  | * | cmp [ebp+var_18], 10h ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | jb short loc_4012E7 ",msvc,1
"cmp [ebp+var_18], 10h  | * | mov edx, [ebp+var_2C] ",msvc,1
jb short loc_4012E7  | * | push edx ,msvc,1
"mov edx, [ebp+var_2C]  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,1
call ds:__imp_??3@YAXPAX@Z   | * | loc_4012E7:  ,msvc,1
"add esp, 4  | * | mov [ebp+var_6C], esi ",msvc,1
"loc_4012E7:   | * | cmp esi, [ebp+var_74] ",msvc,1
"mov [ebp+var_6C], esi  | * | jl loc_4011D3 ",msvc,1
"cmp esi, [ebp+var_74]  | * | loc_4012F3:  ",msvc,1
"jl loc_4011D3  | * | xor eax, eax ",msvc,1
"loc_4012F3:   | * | mov ecx, [ebp+var_C] ",msvc,1
"xor eax, eax  | * | mov large fs:0, ecx ",msvc,2
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,59
"mov large fs:0, ecx  | * | pop edi ",msvc,41
pop ecx  | * | pop esi ,msvc,41
pop edi  | * | pop ebx ,msvc,87
"pop esi  | * | mov ecx, [ebp+var_10] ",msvc,6
"pop ebx  | * | xor ecx, ebp ",msvc,7
"mov ecx, [ebp+var_10]  | * | call @__security_check_cookie@4  ",msvc,7
"xor ecx, ebp  | * | mov esp, ebp ",msvc,7
call @__security_check_cookie@4   | * | pop ebp ,msvc,7
"mov esp, ebp  | * | retn ",msvc,169
pop ebp  | * | _main endp ,msvc,13
retn  | * | align 10h ,msvc,221
_main endp  | * | sub_401320 proc near  ,msvc,1
align 10h  | * | push esi ,msvc,8
"sub_401320 proc near   | * | mov esi, ecx ",msvc,1
"push esi  | * | cmp dword ptr [esi+14h], 10h ",msvc,2
"mov esi, ecx  | * | jb short loc_401335 ",msvc,1
"cmp dword ptr [esi+14h], 10h  | * | mov eax, [esi] ",msvc,16
jb short loc_401335  | * | push eax ,msvc,1
"mov eax, [esi]  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,13
call ds:__imp_??3@YAXPAX@Z   | * | loc_401335:  ,msvc,1
"add esp, 4  | * | mov dword ptr [esi+14h], 0Fh ",msvc,11
"loc_401335:   | * | mov dword ptr [esi+10h], 0 ",msvc,1
"mov dword ptr [esi+14h], 0Fh  | * | mov byte ptr [esi], 0 ",msvc,10
"mov dword ptr [esi+10h], 0  | * | pop esi ",msvc,2
"mov byte ptr [esi], 0  | * | retn ",msvc,2
pop esi  | * | sub_401320 endp ,msvc,1
sub_401320 endp  | * | loc_401350:  ,msvc,1
"align 10h  | * | mov eax, [eax] ",msvc,9
"loc_401350:   | * | mov ecx, [eax] ",msvc,1
"mov eax, [eax]  | * | mov edx, [ecx+4] ",msvc,14
"mov ecx, [eax]  | * | mov eax, [edx+eax+38h] ",msvc,27
"mov edx, [ecx+4]  | * | test eax, eax ",msvc,27
"mov eax, [edx+eax+38h]  | * | jz short locret_401368 ",msvc,1
"test eax, eax  | * | mov edx, [eax] ",msvc,28
"jz short locret_401368  | * | mov ecx, eax ",msvc,1
"mov edx, [eax]  | * | mov eax, [edx+8] ",msvc,27
"mov ecx, eax  | * | jmp eax ",msvc,14
"mov eax, [edx+8]  | * | locret_401368:  ",msvc,1
jmp eax  | * | retn ,msvc,14
locret_401368:   | * | align 10h ,msvc,1
retn  | * | sub_401370 proc near  ,msvc,1
sub_401370 proc near   | * | push ebp ,msvc,1
"push esi  | * | mov ecx, [ebp+arg_0] ",msvc,4
"mov esi, ecx  | * | push edi ",msvc,4
"mov ecx, [ebp+arg_0]  | * | mov edi, [ecx+10h] ",msvc,4
"push edi  | * | cmp edi, ebx ",msvc,4
"mov edi, [ecx+10h]  | * | jnb short loc_40138C ",msvc,1
"cmp edi, ebx  | * | push offset aInvalidStringP  ",msvc,4
jnb short loc_40138C  | * | call ds:?_Xout_of_range@std@@YAXPBD@Z  ,msvc,1
push offset aInvalidStringP   | * | loc_40138C:  ,msvc,1
"call ds:?_Xout_of_range@std@@YAXPBD@Z   | * | sub edi, ebx ",msvc,4
"loc_40138C:   | * | cmp eax, edi ",msvc,1
"sub edi, ebx  | * | jnb short loc_401394 ",msvc,1
"cmp eax, edi  | * | mov edi, eax ",msvc,8
jnb short loc_401394  | * | loc_401394:  ,msvc,1
"mov edi, eax  | * | cmp esi, ecx ",msvc,4
loc_401394:   | * | jnz short loc_4013B4 ,msvc,1
"cmp esi, ecx  | * | lea ecx, [edi+ebx] ",msvc,4
"jnz short loc_4013B4  | * | or eax, 0FFFFFFFFh ",msvc,1
"lea ecx, [edi+ebx]  | * | call sub_4015C0 ",msvc,1
"or eax, 0FFFFFFFFh  | * | mov eax, ebx ",msvc,4
"call sub_4015C0  | * | xor ecx, ecx ",msvc,1
"mov eax, ebx  | * | call sub_4015C0 ",msvc,1
"xor ecx, ecx  | * | pop edi ",msvc,4
"call sub_4015C0  | * | mov eax, esi ",msvc,1
pop edi  | * | pop esi ,msvc,34
pop ebp  | * | loc_4013B4:  ,msvc,1
"retn 4  | * | cmp edi, 0FFFFFFFEh ",msvc,4
loc_4013B4:   | * | jbe short loc_4013C4 ,msvc,1
"cmp edi, 0FFFFFFFEh  | * | push offset aStringTooLong  ",msvc,10
jbe short loc_4013C4  | * | call ds:?_Xlength_error@std@@YAXPBD@Z  ,msvc,1
push offset aStringTooLong   | * | loc_4013C4:  ,msvc,1
"call ds:?_Xlength_error@std@@YAXPBD@Z   | * | mov eax, [esi+14h] ",msvc,9
"loc_4013C4:   | * | cmp eax, edi ",msvc,1
"mov eax, [esi+14h]  | * | jnb short loc_4013F2 ",msvc,1
"cmp eax, edi  | * | mov eax, [esi+10h] ",msvc,8
jnb short loc_4013F2  | * | push eax  ,msvc,1
"mov eax, [esi+10h]  | * | push edi  ",msvc,8
push eax   | * | push esi  ,msvc,9
push edi   | * | call sub_4016E0 ,msvc,3
"push esi   | * | mov ecx, [ebp+arg_0] ",msvc,4
"call sub_4016E0  | * | test edi, edi ",msvc,1
"mov ecx, [ebp+arg_0]  | * | jz short loc_401442 ",msvc,1
"test edi, edi  | * | loc_4013DD:  ",msvc,1
"jz short loc_401442  | * | mov eax, 10h ",msvc,1
"loc_4013DD:   | * | cmp [ecx+14h], eax ",msvc,1
"mov eax, 10h  | * | jb short loc_4013E9 ",msvc,1
"cmp [ecx+14h], eax  | * | mov ecx, [ecx] ",msvc,4
jb short loc_4013E9  | * | loc_4013E9:  ,msvc,1
"mov ecx, [ecx]  | * | cmp [esi+14h], eax ",msvc,4
loc_4013E9:   | * | jb short loc_401416 ,msvc,1
"cmp [esi+14h], eax  | * | mov eax, [esi] ",msvc,4
jb short loc_401416  | * | jmp short loc_401418 ,msvc,1
"mov eax, [esi]  | * | loc_4013F2:  ",msvc,1
"jmp short loc_401418  | * | test edi, edi ",msvc,1
loc_4013F2:   | * | jnz short loc_4013DD ,msvc,1
"test edi, edi  | * | mov [esi+10h], edi ",msvc,9
"jnz short loc_4013DD  | * | cmp eax, 10h ",msvc,1
"mov [esi+10h], edi  | * | jb short loc_40140B ",msvc,1
"cmp eax, 10h  | * | mov eax, [esi] ",msvc,9
"jb short loc_40140B  | * | mov byte ptr [eax], 0 ",msvc,1
"mov eax, [esi]  | * | pop edi ",msvc,8
"mov byte ptr [eax], 0  | * | mov eax, esi ",msvc,4
pop ebp  | * | loc_40140B:  ,msvc,1
"retn 4  | * | mov eax, esi ",msvc,12
loc_40140B:   | * | pop edi ,msvc,1
"mov eax, esi  | * | mov byte ptr [eax], 0 ",msvc,4
"mov byte ptr [eax], 0  | * | pop ebp ",msvc,4
pop ebp  | * | loc_401416:  ,msvc,1
loc_401416:   | * | loc_401418:  ,msvc,1
"mov eax, esi  | * | push edi  ",msvc,8
"loc_401418:   | * | add ecx, ebx ",msvc,1
push edi   | * | push ecx  ,msvc,4
"add ecx, ebx  | * | push eax  ",msvc,4
push ecx   | * | call memcpy ,msvc,4
"push eax   | * | add esp, 0Ch ",msvc,14
"call memcpy  | * | cmp dword ptr [esi+14h], 10h ",msvc,8
"add esp, 0Ch  | * | mov [esi+10h], edi ",msvc,8
"cmp dword ptr [esi+14h], 10h  | * | jb short loc_40143C ",msvc,1
"mov [esi+10h], edi  | * | mov eax, [esi] ",msvc,8
"jb short loc_40143C  | * | mov byte ptr [eax+edi], 0 ",msvc,1
"mov byte ptr [eax+edi], 0  | * | mov eax, esi ",msvc,9
pop ebp  | * | loc_40143C:  ,msvc,1
"loc_40143C:   | * | mov byte ptr [eax+edi], 0 ",msvc,1
"mov eax, esi  | * | loc_401442:  ",msvc,1
"mov byte ptr [eax+edi], 0  | * | pop edi ",msvc,5
"loc_401442:   | * | mov eax, esi ",msvc,1
pop ebp  | * | sub_401370 endp ,msvc,1
sub_401370 endp  | * | loc_401450:  ,msvc,1
"align 10h  | * | mov eax, dword_4054D8 ",msvc,2
loc_401450:   | * | push eax ,msvc,1
"mov eax, dword_4054D8  | * | call ds:__imp_??3@YAXPAX@Z  ",msvc,2
push eax  | * | pop ecx ,msvc,5
call ds:__imp_??3@YAXPAX@Z   | * | retn ,msvc,5
pop ecx  | * | align 10h ,msvc,5
retn  | * | sub_401460 proc near  ,msvc,1
"align 10h  | * | mov ecx, [esi+10h] ",msvc,1
"sub_401460 proc near   | * | or eax, 0FFFFFFFFh ",msvc,1
"mov ecx, [esi+10h]  | * | sub eax, ecx ",msvc,1
"or eax, 0FFFFFFFFh  | * | cmp eax, 1 ",msvc,1
"sub eax, ecx  | * | ja short loc_401478 ",msvc,1
"cmp eax, 1  | * | push offset aStringTooLong  ",msvc,1
