idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400C4E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400C4E  | * | loc_400C4E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400C4E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 20h ,icc,4
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 20h  | * | push rbp ,icc,2
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_400CBD ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_400CBD  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_400CB6 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_400CB6  | * | loc_400C98:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_400C98:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_400C98 ",icc,1
"cmp rax, rbx  | * | loc_400CB6:  ",icc,1
"jb short loc_400C98  | * | mov cs:completed_6531, 1 ",icc,1
loc_400CB6:   | * | loc_400CBD:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_400CBD:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 10h ,icc,2
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 10h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_400CF0 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_400CF0  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_400CF0 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_400CF0  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_400CF0:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_400CF0:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 20h  | * | main proc near  ,icc,1
var_80 = qword ptr -80h  | * | var_70 = qword ptr -70h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | sub rsp, 80h ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | mov rsi, 0 ",icc,1
"sub rsp, 80h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset format  ",icc,1
"stmxcsr dword ptr [rsp+80h+var_80]  | * | mov esi, offset tt ",icc,1
"mov edi, offset format   | * | or dword ptr [rsp+80h+var_80], 8040h ",icc,1
"mov esi, offset tt  | * | xor eax, eax ",icc,1
"or dword ptr [rsp+80h+var_80], 8040h  | * | ldmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"xor eax, eax  | * | call _scanf ",icc,1
"ldmxcsr dword ptr [rsp+80h+var_80]  | * | mov edi, offset s ",icc,1
call _scanf  | * | call _gets ,icc,1
"mov edi, offset s  | * | xor esi, esi ",icc,1
"call _gets  | * | cmp cs:tt, 0 ",icc,1
"xor esi, esi  | * | jle loc_400DE2 ",icc,1
"cmp cs:tt, 0  | * | mov [rsp+80h+var_80], r14 ",icc,1
"jle loc_400DE2  | * | mov r14d, esi ",icc,1
"mov [rsp+80h+var_80], r14  | * | mov [rsp+80h+var_78], r15 ",icc,1
"mov r14d, esi  | * | mov [rsp+80h+var_70], rbx ",icc,1
"mov [rsp+80h+var_78], r15  | * | loc_400D6D:  ",icc,1
"mov [rsp+80h+var_70], rbx  | * | mov edi, offset s ",icc,1
loc_400D6D:   | * | call _gets ,icc,1
"mov edi, offset s  | * | inc r14d ",icc,1
"call _gets  | * | mov edi, offset aCaseD  ",icc,1
"inc r14d  | * | mov esi, r14d ",icc,1
"mov edi, offset aCaseD   | * | xor eax, eax ",icc,1
"mov esi, r14d  | * | call _printf ",icc,1
"xor eax, eax  | * | xor r15d, r15d ",icc,1
"call _printf  | * | cmp cs:s, 0 ",icc,1
"xor r15d, r15d  | * | jz short loc_400DC1 ",icc,1
"cmp cs:s, 0  | * | mov rbx, cs:res ",icc,1
jz short loc_400DC1  | * | loc_400D9C:  ,icc,1
"mov rbx, cs:res  | * | movsx rax, ds:s[r15] ",icc,1
"loc_400D9C:   | * | cmp rax, 20h  ",icc,1
"movsx rax, ds:s[r15]  | * | jz short loc_400DE9 ",icc,1
"cmp rax, 20h   | * | movsx edi, byte ptr [rax+rbx-61h]  ",icc,1
jz short loc_400DE9  | * | call _putchar ,icc,1
"movsx edi, byte ptr [rax+rbx-61h]   | * | loc_400DB4:  ",icc,1
call _putchar  | * | inc r15 ,icc,1
"loc_400DB4:   | * | cmp ds:s[r15], 0 ",icc,1
inc r15  | * | jnz short loc_400D9C ,icc,1
"cmp ds:s[r15], 0  | * | loc_400DC1:  ",icc,1
"jnz short loc_400D9C  | * | mov edi, 0Ah  ",icc,1
loc_400DC1:   | * | call _putchar ,icc,1
"mov edi, 0Ah   | * | cmp r14d, cs:tt ",icc,1
call _putchar  | * | jl short loc_400D6D ,icc,1
"cmp r14d, cs:tt  | * | mov r14, [rsp+80h+var_80] ",icc,1
"jl short loc_400D6D  | * | mov r15, [rsp+80h+var_78] ",icc,1
"mov r14, [rsp+80h+var_80]  | * | mov rbx, [rsp+80h+var_70] ",icc,1
"mov r15, [rsp+80h+var_78]  | * | loc_400DE2:  ",icc,1
"mov rbx, [rsp+80h+var_70]  | * | xor eax, eax ",icc,1
"loc_400DE2:   | * | mov rsp, rbp ",icc,1
"xor eax, eax  | * | pop rbp ",icc,1
"mov rsp, rbp  | * | retn ",icc,1
pop rbp  | * | loc_400DE9:  ,icc,1
"retn  | * | mov edi, 20h  ",icc,1
loc_400DE9:   | * | call _putchar ,icc,1
"mov edi, 20h   | * | jmp short loc_400DB4 ",icc,1
call _putchar  | * | main endp ,icc,1
jmp short loc_400DB4  | * | align 20h ,icc,1
main endp  | * | __sti__$E proc near  ,icc,1
"__sti__$E proc near   | * | sub rsp, 18h ",icc,1
"sub rsp, 18h  | * | call __ZNSt8ios_base4InitC1Ev  ",icc,1
"mov edi, offset _ZSt8__ioinit   | * | mov edi, offset __ZNSt8ios_base4InitD1Ev  ",icc,1
"call __ZNSt8ios_base4InitC1Ev   | * | mov esi, offset _ZSt8__ioinit  ",icc,1
"mov edi, offset __ZNSt8ios_base4InitD1Ev   | * | mov edx, offset __dso_handle  ",icc,1
"mov esi, offset _ZSt8__ioinit   | * | call ___cxa_atexit ",icc,1
"mov edx, offset __dso_handle   | * | mov edi, offset res ",icc,1
