idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400FCE ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400FCE  | * | loc_400FCE:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400FCE:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 20h ,icc,5
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 20h  | * | push rbp ,icc,1
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_40103D ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_40103D  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_401036 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_401036  | * | loc_401018:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_401018:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_401018 ",icc,1
"cmp rax, rbx  | * | loc_401036:  ",icc,1
"jb short loc_401018  | * | mov cs:completed_6531, 1 ",icc,1
loc_401036:   | * | loc_40103D:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_40103D:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 10h ,icc,6
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 10h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_401070 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_401070  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_401070 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_401070  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_401070:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_401070:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 20h  | * | main proc near  ,icc,1
var_80 = qword ptr -80h  | * | var_70 = qword ptr -70h ,data,1
var_78 = qword ptr -78h  | * | var_68 = qword ptr -68h ,data,1
var_70 = qword ptr -70h  | * | var_60 = qword ptr -60h ,data,1
var_68 = qword ptr -68h  | * | var_58 = qword ptr -58h ,data,1
var_60 = qword ptr -60h  | * | var_50 = dword ptr -50h ,data,1
var_58 = qword ptr -58h  | * | var_4C = dword ptr -4Ch ,data,1
var_50 = dword ptr -50h  | * | var_48 = dword ptr -48h ,data,1
var_4C = dword ptr -4Ch  | * | var_40 = dword ptr -40h ,data,1
var_48 = dword ptr -48h  | * | var_38 = qword ptr -38h ,data,1
var_40 = dword ptr -40h  | * | var_30 = dword ptr -30h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | sub rsp, 80h ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | mov rsi, 0 ",icc,1
"sub rsp, 80h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset _ZSt3cin@@GLIBCXX_3_4 ",icc,1
"stmxcsr dword ptr [rsp+80h+var_80]  | * | lea rsi, [rsp+80h+var_50] ",icc,1
"mov edi, offset _ZSt3cin@@GLIBCXX_3_4  | * | or dword ptr [rsp+80h+var_80], 8040h ",icc,1
"lea rsi, [rsp+80h+var_50]  | * | ldmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"or dword ptr [rsp+80h+var_80], 8040h  | * | call __ZNSirsERi  ",icc,1
"ldmxcsr dword ptr [rsp+80h+var_80]  | * | mov esi, 1 ",icc,1
"call __ZNSirsERi   | * | mov ecx, esi ",icc,1
"mov esi, 1  | * | cmp [rsp+80h+var_50], 0 ",icc,1
"mov ecx, esi  | * | jle loc_40157A ",icc,1
"cmp [rsp+80h+var_50], 0  | * | mov edx, offset unk_605C80 ",icc,1
"jle loc_40157A  | * | xor edi, edi ",icc,1
"mov edx, offset unk_605C80  | * | mov eax, offset v ",icc,1
"xor edi, edi  | * | mov [rsp+80h+var_78], r12 ",icc,1
"mov eax, offset v  | * | mov r12d, esi ",icc,1
"mov [rsp+80h+var_78], r12  | * | mov [rsp+80h+var_70], r13 ",icc,1
"mov r12d, esi  | * | mov r13, rax ",icc,1
"mov [rsp+80h+var_70], r13  | * | mov [rsp+80h+var_68], r14 ",icc,1
"mov r13, rax  | * | mov r14, rdi ",icc,1
"mov [rsp+80h+var_68], r14  | * | mov [rsp+80h+var_60], r15 ",icc,1
"mov r14, rdi  | * | mov r15, rdx ",icc,1
"mov [rsp+80h+var_60], r15  | * | mov [rsp+80h+var_58], rbx ",icc,1
"mov r15, rdx  | * | mov ebx, ecx ",icc,1
"mov [rsp+80h+var_58], rbx  | * | loc_401106:  ",icc,1
"mov ebx, ecx  | * | mov edi, offset format  ",icc,1
"loc_401106:   | * | mov esi, offset m ",icc,1
"mov edi, offset format   | * | mov edx, offset f ",icc,1
"mov esi, offset m  | * | mov ecx, offset n ",icc,1
"mov edx, offset f  | * | xor eax, eax ",icc,1
"mov ecx, offset n  | * | call _scanf ",icc,1
"xor eax, eax  | * | mov r8, r14 ",icc,1
"call _scanf  | * | mov eax, cs:n ",icc,1
"mov r8, r14  | * | mov rcx, r8 ",icc,1
"mov eax, cs:n  | * | test eax, eax ",icc,1
"mov rcx, r8  | * | jle loc_401FF5 ",icc,1
"test eax, eax  | * | mov rbx, rcx ",icc,1
"jle loc_401FF5  | * | mov r15, r8 ",icc,1
"mov rbx, rcx  | * | loc_40113B:  ",icc,1
"mov r15, r8  | * | mov edi, offset aDD  ",icc,1
"loc_40113B:   | * | lea rsi, dword_605C04[rbx] ",icc,1
"mov edi, offset aDD   | * | xor eax, eax ",icc,1
"lea rsi, dword_605C04[rbx]  | * | lea rdx, v[rbx] ",icc,1
"xor eax, eax  | * | call _scanf ",icc,1
"lea rdx, v[rbx]  | * | mov edx, ds:dword_605C04[rbx] ",icc,1
"call _scanf  | * | mov edi, offset all ",icc,1
"mov edx, ds:dword_605C04[rbx]  | * | mov r9d, ds:v[rbx] ",icc,1
"mov edi, offset all  | * | lea rsi, [rsp+80h+var_4C] ",icc,1
"mov r9d, ds:v[rbx]  | * | mov [rsp+80h+var_4C], edx ",icc,1
"lea rsi, [rsp+80h+var_4C]  | * | mov [rsp+80h+var_48], r9d ",icc,1
"mov [rsp+80h+var_4C], edx  | * | call _ZNSt8_Rb_treeISt4pairIiiES1_St9_IdentityIS1_ESt4lessIS1_ESaIS1_EE16_M_insert_uniqueERKS1_  ",icc,1
"mov [rsp+80h+var_48], r9d  | * | inc r15 ",icc,1
