idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400D3E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400D3E  | * | loc_400D3E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400D3E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 10h ,icc,5
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 10h  | * | push rbp ,icc,1
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_400DAD ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_400DAD  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_400DA6 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_400DA6  | * | loc_400D88:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_400D88:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_400D88 ",icc,1
"cmp rax, rbx  | * | loc_400DA6:  ",icc,1
"jb short loc_400D88  | * | mov cs:completed_6531, 1 ",icc,1
loc_400DA6:   | * | loc_400DAD:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_400DAD:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 20h ,icc,4
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 20h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_400DE0 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_400DE0  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_400DE0 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_400DE0  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_400DE0:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_400DE0:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 10h  | * | main proc near  ,icc,1
var_80 = qword ptr -80h  | * | var_70 = qword ptr -70h ,data,1
var_78 = qword ptr -78h  | * | var_68 = qword ptr -68h ,data,1
var_70 = qword ptr -70h  | * | var_60 = qword ptr -60h ,data,1
var_68 = qword ptr -68h  | * | var_58 = dword ptr -58h ,data,1
var_60 = qword ptr -60h  | * | var_54 = dword ptr -54h ,data,1
var_58 = dword ptr -58h  | * | var_50 = dword ptr -50h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | sub rsp, 80h ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | mov rsi, 0 ",icc,1
"sub rsp, 80h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr [rsp+80h+var_58] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset _ZSt3cin@@GLIBCXX_3_4 ",icc,1
"stmxcsr [rsp+80h+var_58]  | * | lea rsi, [rsp+80h+var_54] ",icc,1
"mov edi, offset _ZSt3cin@@GLIBCXX_3_4  | * | or [rsp+80h+var_58], 8040h ",icc,1
"lea rsi, [rsp+80h+var_54]  | * | ldmxcsr [rsp+80h+var_58] ",icc,1
"or [rsp+80h+var_58], 8040h  | * | call __ZNSirsERi  ",icc,1
"ldmxcsr [rsp+80h+var_58]  | * | mov edi, 1 ",icc,1
"call __ZNSirsERi   | * | mov r8d, edi ",icc,1
"mov edi, 1  | * | cmp [rsp+80h+var_54], 0 ",icc,1
"mov r8d, edi  | * | jle loc_4010CA ",icc,1
"cmp [rsp+80h+var_54], 0  | * | mov esi, offset dword_604E28 ",icc,1
"jle loc_4010CA  | * | mov ecx, offset unk_604EA0 ",icc,1
"mov esi, offset dword_604E28  | * | mov edx, 88CA6C00h ",icc,1
"mov ecx, offset unk_604EA0  | * | mov eax, offset v ",icc,1
"mov edx, 88CA6C00h  | * | mov [rsp+80h+var_80], r12 ",icc,1
"mov eax, offset v  | * | mov r12, rax ",icc,1
"mov [rsp+80h+var_80], r12  | * | mov [rsp+80h+var_78], r13 ",icc,1
"mov r12, rax  | * | mov r13d, edi ",icc,1
"mov [rsp+80h+var_78], r13  | * | mov [rsp+80h+var_70], r14 ",icc,1
"mov r13d, edi  | * | mov r14, rsi ",icc,1
"mov [rsp+80h+var_70], r14  | * | mov [rsp+80h+var_68], r15 ",icc,1
"mov r14, rsi  | * | mov r15, rcx ",icc,1
"mov [rsp+80h+var_68], r15  | * | mov [rsp+80h+var_60], rbx ",icc,1
"mov r15, rcx  | * | mov ebx, edx ",icc,1
"mov [rsp+80h+var_60], rbx  | * | loc_400E81:  ",icc,1
"mov ebx, edx  | * | mov edi, offset format  ",icc,1
"loc_400E81:   | * | mov esi, offset n ",icc,1
"mov edi, offset format   | * | mov edx, offset w ",icc,1
"mov esi, offset n  | * | mov ecx, offset h ",icc,1
"mov edx, offset w  | * | xor eax, eax ",icc,1
"mov ecx, offset h  | * | call _scanf ",icc,1
"xor eax, eax  | * | xor r9d, r9d ",icc,1
"call _scanf  | * | mov rsi, r12 ",icc,1
"xor r9d, r9d  | * | mov eax, cs:n ",icc,1
"mov rsi, r12  | * | xor r8d, r8d ",icc,1
"mov eax, cs:n  | * | test eax, eax ",icc,1
"xor r8d, r8d  | * | jle loc_401B91 ",icc,1
"test eax, eax  | * | mov rbx, rsi ",icc,1
"jle loc_401B91  | * | mov r15, r8 ",icc,1
"mov rbx, rsi  | * | mov r14, r9 ",icc,1
"mov r15, r8  | * | loc_400EBC:  ",icc,1
"mov r14, r9  | * | mov edi, offset aD  ",icc,1
"loc_400EBC:   | * | mov rsi, rbx ",icc,1
"mov edi, offset aD   | * | xor eax, eax ",icc,1
"mov rsi, rbx  | * | call _scanf ",icc,1
"xor eax, eax  | * | mov ds:dword_604E24[r15], r14d ",icc,1
call _scanf  | * | inc r14 ,icc,1
"mov ds:dword_604E24[r15], r14d  | * | movsxd rax, cs:n ",icc,1
"inc r14  | * | add rbx, 8 ",icc,1
"movsxd rax, cs:n  | * | add r15, 8 ",icc,1
"add rbx, 8  | * | cmp r14, rax ",icc,1
"add r15, 8  | * | jl short loc_400EBC ",icc,1
"cmp r14, rax  | * | mov ebx, 88CA6C00h ",icc,1
"jl short loc_400EBC  | * | mov r15d, offset unk_604EA0 ",icc,1
"mov ebx, 88CA6C00h  | * | mov r14d, offset dword_604E28 ",icc,2
"mov r15d, offset unk_604EA0  | * | loc_400EFA:  ",icc,1
"mov r14d, offset dword_604E28  | * | lea rcx, [r12+rax*8] ",icc,1
"loc_400EFA:   | * | cmp r12, rcx ",icc,1
"lea rcx, [r12+rax*8]  | * | jnz loc_4010D1 ",icc,1
