idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400E5E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400E5E  | * | loc_400E5E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400E5E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 10h ,icc,12
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 10h  | * | push rbp ,icc,1
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp byte ptr cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_400ECD ",icc,1
"cmp byte ptr cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_400ECD  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_400EC6 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_400EC6  | * | loc_400EA8:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_400EA8:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_400EA8 ",icc,1
"cmp rax, rbx  | * | loc_400EC6:  ",icc,1
"jb short loc_400EA8  | * | mov byte ptr cs:completed_6531, 1 ",icc,1
loc_400EC6:   | * | loc_400ECD:  ,icc,1
"mov byte ptr cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_400ECD:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 20h ,icc,6
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 20h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_400F00 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_400F00  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_400F00 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_400F00  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_400F00:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_400F00:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 10h  | * | main proc near  ,icc,1
var_100 = qword ptr -100h  | * | var_F0 = qword ptr -0F0h ,data,1
var_F8 = qword ptr -0F8h  | * | var_E8 = qword ptr -0E8h ,data,1
var_F0 = qword ptr -0F0h  | * | var_E0 = qword ptr -0E0h ,data,1
var_E8 = qword ptr -0E8h  | * | var_D8 = qword ptr -0D8h ,data,1
var_E0 = qword ptr -0E0h  | * | var_D0 = qword ptr -0D0h ,data,1
var_D8 = qword ptr -0D8h  | * | var_C8 = qword ptr -0C8h ,data,2
var_D0 = qword ptr -0D0h  | * | var_C0 = qword ptr -0C0h ,data,3
var_C8 = qword ptr -0C8h  | * | var_B8 = qword ptr -0B8h ,data,1
var_C0 = qword ptr -0C0h  | * | var_B0 = qword ptr -0B0h ,data,1
var_B8 = qword ptr -0B8h  | * | var_A8 = dword ptr -0A8h ,data,1
var_B0 = qword ptr -0B0h  | * | var_A0 = dword ptr -0A0h ,data,1
var_A8 = dword ptr -0A8h  | * | var_98 = dword ptr -98h ,data,1
var_A0 = dword ptr -0A0h  | * | var_90 = dword ptr -90h ,data,1
var_98 = dword ptr -98h  | * | var_88 = dword ptr -88h ,data,1
var_90 = dword ptr -90h  | * | var_80 = xmmword ptr -80h ,data,1
var_88 = dword ptr -88h  | * | var_70 = dword ptr -70h ,data,1
var_80 = xmmword ptr -80h  | * | var_68 = qword ptr -68h ,data,1
var_70 = dword ptr -70h  | * | var_60 = dword ptr -60h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | sub rsp, 100h ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | mov rsi, 0 ",icc,1
"sub rsp, 100h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr dword ptr [rsp+100h+var_100] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset _ZSt3cin@@GLIBCXX_3_4 ",icc,1
"stmxcsr dword ptr [rsp+100h+var_100]  | * | lea rsi, [rsp+100h+var_90] ",icc,1
"mov edi, offset _ZSt3cin@@GLIBCXX_3_4  | * | or dword ptr [rsp+100h+var_100], 8040h ",icc,1
"lea rsi, [rsp+100h+var_90]  | * | ldmxcsr dword ptr [rsp+100h+var_100] ",icc,1
"or dword ptr [rsp+100h+var_100], 8040h  | * | call __ZNSirsERi  ",icc,1
"ldmxcsr dword ptr [rsp+100h+var_100]  | * | mov esi, 1 ",icc,1
"call __ZNSirsERi   | * | cmp [rsp+100h+var_90], 0 ",icc,1
"mov esi, 1  | * | jle loc_4012CB ",icc,1
"cmp [rsp+100h+var_90], 0  | * | movdqa xmm1, cs:_L_2il0floatpacket_384 ",icc,1
"jle loc_4012CB  | * | pxor xmm0, xmm0 ",icc,1
"movdqa xmm1, cs:_L_2il0floatpacket_384  | * | pshufd xmm0, xmm0, 0 ",icc,1
"pxor xmm0, xmm0  | * | movdqa [rsp+100h+var_80], xmm0 ",icc,1
"pshufd xmm0, xmm0, 0  | * | mov [rsp+100h+var_F8], r12 ",icc,1
"movdqa [rsp+100h+var_80], xmm0  | * | mov [rsp+100h+var_F0], r13 ",icc,1
"mov [rsp+100h+var_F8], r12  | * | mov [rsp+100h+var_E8], r14 ",icc,1
"mov [rsp+100h+var_F0], r13  | * | mov [rsp+100h+var_E0], r15 ",icc,1
"mov [rsp+100h+var_E8], r14  | * | mov r15d, esi ",icc,1
"mov [rsp+100h+var_E0], r15  | * | mov [rsp+100h+var_D8], rbx ",icc,1
"mov r15d, esi  | * | loc_400F97:  ",icc,1
"mov [rsp+100h+var_D8], rbx  | * | mov edi, offset format  ",icc,1
"loc_400F97:   | * | mov esi, offset n ",icc,1
"mov edi, offset format   | * | xor eax, eax ",icc,2
"mov esi, offset n  | * | call _scanf ",icc,1
"xor eax, eax  | * | mov eax, cs:n ",icc,1
"call _scanf  | * | test eax, eax ",icc,1
"mov eax, cs:n  | * | jle short loc_401016 ",icc,1
"test eax, eax  | * | mov ecx, eax ",icc,1
"jle short loc_401016  | * | xor ebx, ebx ",icc,1
"mov ecx, eax  | * | shr ecx, 1Fh ",icc,2
"xor ebx, ebx  | * | mov edi, 1 ",icc,1
"shr ecx, 1Fh  | * | add ecx, eax ",icc,1
"mov edi, 1  | * | xor edx, edx ",icc,3
"add ecx, eax  | * | sar ecx, 1 ",icc,1
"xor edx, edx  | * | movsxd rcx, ecx ",icc,1
"sar ecx, 1  | * | test rcx, rcx ",icc,1
"movsxd rcx, ecx  | * | jbe short loc_400FF8 ",icc,1
"test rcx, rcx  | * | loc_400FCC:  ",icc,1
"jbe short loc_400FF8  | * | mov rdi, ds:v[rdx] ",icc,1
