idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
"mov dword ptr [ecx], offset ??_7bad_alloc@std@@6B@   | * | sub_401000 endp ",msvc,1
jmp ds:??1exception@std@@UAE@XZ   | * | align 10h ,msvc,1
sub_401000 endp  | * | sub_401010 proc near  ,msvc,1
sub_401010 proc near   | * | push ebp ,msvc,1
push ebp  | * | push esi ,msvc,2
"mov ebp, esp  | * | mov esi, ecx ",msvc,2
"push esi  | * | mov dword ptr [esi], offset ??_7bad_alloc@std@@6B@  ",msvc,1
"mov esi, ecx  | * | call ds:??1exception@std@@UAE@XZ  ",msvc,1
"mov dword ptr [esi], offset ??_7bad_alloc@std@@6B@   | * | test [ebp+arg_0], 1 ",msvc,1
call ds:??1exception@std@@UAE@XZ   | * | jz short loc_401032 ,msvc,1
"test [ebp+arg_0], 1  | * | push esi ",msvc,1
jz short loc_401032  | * | call ds:__imp_??3@YAXPAX@Z  ,msvc,1
"push esi  | * | add esp, 4 ",msvc,1
call ds:__imp_??3@YAXPAX@Z   | * | loc_401032:  ,msvc,1
"add esp, 4  | * | mov eax, esi ",msvc,1
loc_401032:   | * | pop esi ,msvc,1
"mov eax, esi  | * | pop ebp ",msvc,6
pop esi  | * | retn 4 ,msvc,7
pop ebp  | * | sub_401010 endp ,msvc,1
retn 4  | * | align 10h ,msvc,6
sub_401010 endp  | * | _main proc near  ,msvc,1
var_78 = dword ptr -78h  | * | var_70 = dword ptr -70h ,data,1
var_74 = dword ptr -74h  | * | var_6C = dword ptr -6Ch ,data,1
var_70 = dword ptr -70h  | * | var_66 = byte ptr -66h ,data,1
var_6C = dword ptr -6Ch  | * | var_65 = byte ptr -65h ,data,1
var_66 = byte ptr -66h  | * | var_64 = dword ptr -64h ,data,1
var_65 = byte ptr -65h  | * | var_54 = dword ptr -54h ,data,1
var_64 = dword ptr -64h  | * | var_50 = dword ptr -50h ,data,1
var_54 = dword ptr -54h  | * | var_48 = dword ptr -48h ,data,1
var_50 = dword ptr -50h  | * | var_38 = dword ptr -38h ,data,1
var_48 = dword ptr -48h  | * | var_34 = dword ptr -34h ,data,1
var_38 = dword ptr -38h  | * | var_2C = dword ptr -2Ch ,data,1
var_34 = dword ptr -34h  | * | var_1C = dword ptr -1Ch ,data,1
var_2C = dword ptr -2Ch  | * | var_18 = dword ptr -18h ,data,1
var_1C = dword ptr -1Ch  | * | var_10 = dword ptr -10h ,data,1
var_18 = dword ptr -18h  | * | var_C = dword ptr -0Ch ,data,1
var_10 = dword ptr -10h  | * | var_4 = dword ptr -4 ,data,3
var_C = dword ptr -0Ch  | * | argc = dword ptr 8 ,data,1
var_4 = dword ptr -4  | * | argv = dword ptr 0Ch ,data,1
argc = dword ptr 8  | * | envp = dword ptr 10h ,data,1
push ebp  | * | push 0FFFFFFFFh ,msvc,5
"mov ebp, esp  | * | push offset _main_SEH ",msvc,1
"push 0FFFFFFFFh  | * | mov eax, large fs:0 ",msvc,5
push offset _main_SEH  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | sub esp, 6Ch ",msvc,1
"push eax  | * | mov eax, ___security_cookie ",msvc,1
"sub esp, 6Ch  | * | xor eax, ebp ",msvc,1
"mov eax, ___security_cookie  | * | mov [ebp+var_10], eax ",msvc,1
"xor eax, ebp  | * | push ebx ",msvc,1
"mov [ebp+var_10], eax  | * | push esi ",msvc,1
push ebx  | * | push edi ,msvc,5
push esi  | * | push eax ,msvc,1
"push edi  | * | lea eax, [ebp+var_C] ",msvc,1
"push eax  | * | mov large fs:0, eax ",msvc,5
"lea eax, [ebp+var_C]  | * | mov esi, offset byte_4050F4 ",msvc,1
"mov large fs:0, eax  | * | mov [ebp+var_6C], esi ",msvc,1
