idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400A8E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400A8E  | * | loc_400A8E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400A8E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 20h ,icc,4
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 20h  | * | push rbp ,icc,1
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_400AFD ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_400AFD  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_400AF6 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_400AF6  | * | loc_400AD8:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_400AD8:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_400AD8 ",icc,1
"cmp rax, rbx  | * | loc_400AF6:  ",icc,1
"jb short loc_400AD8  | * | mov cs:completed_6531, 1 ",icc,1
loc_400AF6:   | * | loc_400AFD:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_400AFD:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 10h ,icc,3
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 10h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_400B30 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_400B30  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_400B30 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_400B30  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_400B30:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_400B30:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 20h  | * | main proc near  ,icc,1
var_80 = qword ptr -80h  | * | var_70 = qword ptr -70h ,data,1
var_78 = qword ptr -78h  | * | var_68 = qword ptr -68h ,data,1
var_70 = qword ptr -70h  | * | var_60 = dword ptr -60h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | sub rsp, 80h ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | mov rsi, 0 ",icc,1
"sub rsp, 80h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset format  ",icc,1
"stmxcsr dword ptr [rsp+80h+var_80]  | * | lea rsi, [rsp+80h+var_60] ",icc,1
"mov edi, offset format   | * | or dword ptr [rsp+80h+var_80], 8040h ",icc,1
"lea rsi, [rsp+80h+var_60]  | * | xor eax, eax ",icc,1
"or dword ptr [rsp+80h+var_80], 8040h  | * | ldmxcsr dword ptr [rsp+80h+var_80] ",icc,1
"xor eax, eax  | * | call _scanf ",icc,1
"ldmxcsr dword ptr [rsp+80h+var_80]  | * | mov esi, 1 ",icc,1
"call _scanf  | * | cmp [rsp+80h+var_60], 0 ",icc,1
"mov esi, 1  | * | jle loc_400F18 ",icc,1
"cmp [rsp+80h+var_60], 0  | * | mov [rsp+80h+var_80], r13 ",icc,1
"jle loc_400F18  | * | mov [rsp+80h+var_78], r14 ",icc,1
"mov [rsp+80h+var_80], r13  | * | mov [rsp+80h+var_70], r15 ",icc,1
"mov [rsp+80h+var_78], r14  | * | mov [rsp+80h+var_68], rbx ",icc,1
"mov [rsp+80h+var_70], r15  | * | mov ebx, esi ",icc,1
"mov [rsp+80h+var_68], rbx  | * | loc_400BA8:  ",icc,1
"mov ebx, esi  | * | mov edi, offset aDD  ",icc,1
"loc_400BA8:   | * | mov esi, offset n ",icc,1
"mov edi, offset aDD   | * | mov edx, offset m ",icc,1
"mov esi, offset n  | * | xor eax, eax ",icc,1
"mov edx, offset m  | * | call _scanf ",icc,1
"xor eax, eax  | * | mov r14d, cs:n ",icc,1
"call _scanf  | * | mov r10d, 1 ",icc,1
"mov r14d, cs:n  | * | cmp r14d, 0Ah ",icc,1
"mov r10d, 1  | * | jl short loc_400BE3 ",icc,1
"cmp r14d, 0Ah  | * | mov eax, 0Ah ",icc,1
jl short loc_400BE3  | * | loc_400BD6:  ,icc,1
"mov eax, 0Ah  | * | mov r10d, eax ",icc,1
"loc_400BD6:   | * | lea eax, [rax+rax*4] ",icc,1
"mov r10d, eax  | * | add eax, eax ",icc,1
"lea eax, [rax+rax*4]  | * | cmp r14d, eax ",icc,1
"add eax, eax  | * | jge short loc_400BD6 ",icc,1
"cmp r14d, eax  | * | loc_400BE3:  ",icc,1
"jge short loc_400BD6  | * | xor ecx, ecx ",icc,1
"loc_400BE3:   | * | mov r8d, cs:m ",icc,1
"xor ecx, ecx  | * | xor r9d, r9d ",icc,1
"mov r8d, cs:m  | * | cmp r14d, r8d ",icc,1
"xor r9d, r9d  | * | jg loc_400EDD ",icc,1
"cmp r14d, r8d  | * | mov r11d, r8d ",icc,1
"jg loc_400EDD  | * | sub r11d, r14d ",icc,1
"mov r11d, r8d  | * | mov r13d, cs:ct ",icc,1
"sub r11d, r14d  | * | inc r11d ",icc,1
"mov r13d, cs:ct  | * | loc_400C08:  ",icc,1
"inc r11d  | * | lea edi, [r14+r9] ",icc,1
"loc_400C08:   | * | mov eax, 66666667h ",icc,1
"lea edi, [r14+r9]  | * | imul edi ",icc,1
"mov eax, 66666667h  | * | mov r15d, edx ",icc,4
"imul edi  | * | mov eax, edi ",icc,1
"mov r15d, edx  | * | sar r15d, 2 ",icc,4
"mov eax, edi  | * | sar eax, 1Fh ",icc,1
"sar r15d, 2  | * | sub r15d, eax ",icc,4
"sar eax, 1Fh  | * | lea eax, [r15+r15*4] ",icc,4
"sub r15d, eax  | * | add eax, eax ",icc,4
"lea eax, [r15+r15*4]  | * | neg eax ",icc,1
"add eax, eax  | * | add eax, edi ",icc,1
"neg eax  | * | imul eax, r10d ",icc,1
"add eax, edi  | * | add r15d, eax ",icc,1
"imul eax, r10d  | * | cmp r15d, r14d ",icc,1
"add r15d, eax  | * | jl short loc_400C5C ",icc,1
"cmp r15d, r14d  | * | cmp r15d, r8d ",icc,4
jl short loc_400C5C  | * | jg short loc_400C5C ,icc,1
"cmp r15d, r8d  | * | cmp r15d, edi ",icc,4
jg short loc_400C5C  | * | jz short loc_400C5C ,icc,1
"cmp r15d, edi  | * | movsxd rdx, r15d ",icc,4
"jz short loc_400C5C  | * | lea eax, [r13+r9+1] ",icc,1
