idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
"mov dword ptr [ecx], offset ??_7bad_alloc@std@@6B@   | * | sub_401000 endp ",msvc,1
jmp ds:??1exception@std@@UAE@XZ   | * | align 10h ,msvc,1
sub_401000 endp  | * | sub_401010 proc near  ,msvc,1
sub_401010 proc near   | * | push ebp ,msvc,1
push ebp  | * | push esi ,msvc,1
"mov ebp, esp  | * | mov esi, ecx ",msvc,1
"push esi  | * | mov dword ptr [esi], offset ??_7bad_alloc@std@@6B@  ",msvc,1
"mov esi, ecx  | * | call ds:??1exception@std@@UAE@XZ  ",msvc,1
"mov dword ptr [esi], offset ??_7bad_alloc@std@@6B@   | * | test [ebp+arg_0], 1 ",msvc,1
call ds:??1exception@std@@UAE@XZ   | * | jz short loc_401032 ,msvc,1
"test [ebp+arg_0], 1  | * | push esi ",msvc,1
jz short loc_401032  | * | call ds:__imp_??3@YAXPAX@Z  ,msvc,1
"push esi  | * | add esp, 4 ",msvc,1
call ds:__imp_??3@YAXPAX@Z   | * | loc_401032:  ,msvc,1
"add esp, 4  | * | mov eax, esi ",msvc,1
loc_401032:   | * | pop esi ,msvc,1
"mov eax, esi  | * | pop ebp ",msvc,2
pop esi  | * | retn 4 ,msvc,2
pop ebp  | * | sub_401010 endp ,msvc,1
retn 4  | * | align 10h ,msvc,2
sub_401010 endp  | * | _main proc near  ,msvc,1
argc = dword ptr 4  | * | envp = dword ptr 0Ch ,data,1
push esi  | * | push offset Format  ,msvc,1
push offset dword_4033E0  | * | call ds:scanf ,msvc,1
push offset Format   | * | push offset Buffer  ,msvc,1
call ds:scanf  | * | call ds:gets ,msvc,1
"push offset Buffer   | * | xor esi, esi ",msvc,1
"call ds:gets  | * | add esp, 0Ch ",msvc,1
"xor esi, esi  | * | cmp dword_4033E0, esi ",msvc,1
"add esp, 0Ch  | * | jle loc_4010F5 ",msvc,1
"cmp dword_4033E0, esi  | * | push ebx ",msvc,1
jle loc_4010F5  | * | push edi ,msvc,1
"push ebx  | * | mov edi, ds:printf ",msvc,1
push edi  | * | loc_401075:  ,msvc,1
"mov edi, ds:printf  | * | push offset Buffer  ",msvc,1
loc_401075:   | * | call ds:gets ,msvc,1
"push offset Buffer   | * | lea ebx, [esi+1] ",msvc,1
call ds:gets  | * | push ebx ,msvc,1
"lea ebx, [esi+1]  | * | push offset aCaseD  ",msvc,1
push ebx  | * | call edi  ,msvc,1
"push offset aCaseD   | * | add esp, 0Ch ",msvc,1
"call edi   | * | cmp Buffer, 0 ",msvc,1
"add esp, 0Ch  | * | jz short loc_4010DF ",msvc,1
"cmp Buffer, 0  | * | mov esi, offset Buffer ",msvc,1
"jz short loc_4010DF  | * | lea esp, [esp+0] ",msvc,1
"mov esi, offset Buffer  | * | loc_4010A0:  ",msvc,1
"lea esp, [esp+0]  | * | mov al, [esi] ",msvc,1
"loc_4010A0:   | * | cmp al, 20h  ",msvc,1
"mov al, [esi]  | * | jnz short loc_4010B2 ",msvc,1
"cmp al, 20h   | * | push offset asc_402168  ",msvc,1
jnz short loc_4010B2  | * | call edi  ,msvc,1
"push offset asc_402168   | * | add esp, 4 ",msvc,1
call edi   | * | jmp short loc_4010D9 ,msvc,1
"add esp, 4  | * | loc_4010B2:  ",msvc,1
"jmp short loc_4010D9  | * | cmp dword_40307C, 10h ",msvc,1
"loc_4010B2:   | * | mov ecx, Dst ",msvc,1
"cmp dword_40307C, 10h  | * | jnb short loc_4010C6 ",msvc,1
"mov ecx, Dst  | * | mov ecx, offset Dst ",msvc,1
jnb short loc_4010C6  | * | loc_4010C6:  ,msvc,1
"mov ecx, offset Dst  | * | movsx eax, al ",msvc,1
