idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_40118E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_40118E  | * | loc_40118E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_40118E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 20h ,icc,6
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 20h  | * | push rbp ,icc,2
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_4011FD ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_4011FD  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_4011F6 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_4011F6  | * | loc_4011D8:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_4011D8:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_4011D8 ",icc,1
"cmp rax, rbx  | * | loc_4011F6:  ",icc,1
"jb short loc_4011D8  | * | mov cs:completed_6531, 1 ",icc,1
loc_4011F6:   | * | loc_4011FD:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_4011FD:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 10h ,icc,4
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 10h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_401230 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_401230  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_401230 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_401230  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_401230:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_401230:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 20h  | * | main proc near  ,icc,1
var_80 = dword ptr -80h  | * | var_70 = qword ptr -70h ,data,1
var_7C = dword ptr -7Ch  | * | var_68 = qword ptr -68h ,data,1
var_70 = qword ptr -70h  | * | var_60 = qword ptr -60h ,data,1
var_68 = qword ptr -68h  | * | var_58 = byte ptr -58h ,data,1
var_60 = qword ptr -60h  | * | var_57 = byte ptr -57h ,data,1
var_58 = byte ptr -58h  | * | var_56 = byte ptr -56h ,data,1
var_57 = byte ptr -57h  | * | var_55 = byte ptr -55h ,data,1
var_56 = byte ptr -56h  | * | arg_0 = qword ptr 10h ,data,1
var_55 = byte ptr -55h  | * | arg_8 = qword ptr 18h ,data,1
arg_0 = qword ptr 10h  | * | arg_10 = qword ptr 20h ,data,1
arg_8 = qword ptr 18h  | * | arg_18 = qword ptr 28h ,data,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | push r13 ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | push r14 ",icc,1
push r13  | * | push r15 ,icc,4
push r14  | * | push rbx ,icc,4
"push r15  | * | sub rsp, 60h ",icc,1
"push rbx  | * | mov rsi, 0 ",icc,1
"sub rsp, 60h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr [rsp+80h+var_80] ",icc,1
"call __intel_new_feature_proc_init  | * | xor r15d, r15d ",icc,1
"stmxcsr [rsp+80h+var_80]  | * | or [rsp+80h+var_80], 8040h ",icc,1
"xor r15d, r15d  | * | xor r14d, r14d ",icc,1
"or [rsp+80h+var_80], 8040h  | * | ldmxcsr [rsp+80h+var_80] ",icc,1
"xor r14d, r14d  | * | loc_40127C:  ",icc,1
"ldmxcsr [rsp+80h+var_80]  | * | lea rsi, cons[r14] ",icc,1
"loc_40127C:   | * | lea rdi, [rsp+80h+var_68] ",icc,1
"lea rsi, cons[r14]  | * | call __ZNSsC1ERKSs  ",icc,1
"lea rdi, [rsp+80h+var_68]  | * | lea rsi, qword_605A48[r14] ",icc,1
"call __ZNSsC1ERKSs   | * | lea rdi, [rsp+80h+var_60] ",icc,1
"lea rsi, qword_605A48[r14]  | * | call __ZNSsC1ERKSs  ",icc,1
"lea rdi, [rsp+80h+var_60]  | * | mov rdi, [rsp+80h+var_68] ",icc,1
"call __ZNSsC1ERKSs   | * | xor ebx, ebx ",icc,1
"mov rdi, [rsp+80h+var_68]  | * | cmp dword ptr [rdi-18h], 0 ",icc,1
"xor ebx, ebx  | * | jle loc_401376 ",icc,1
"cmp dword ptr [rdi-18h], 0  | * | loc_4012AF:  ",icc,1
"jle loc_401376  | * | cmp dword ptr [rdi-8], 0 ",icc,1
loc_4012AF:   | * | jl short loc_4012C4 ,icc,1
"cmp dword ptr [rdi-8], 0  | * | lea rdi, [rsp+80h+var_68]  ",icc,2
jl short loc_4012C4  | * | call __ZNSs12_M_leak_hardEv  ,icc,1
"lea rdi, [rsp+80h+var_68]   | * | mov rdi, [rsp+80h+var_68] ",icc,2
call __ZNSs12_M_leak_hardEv   | * | loc_4012C4:  ,icc,1
"mov rdi, [rsp+80h+var_68]  | * | cmp byte ptr [rdi+rbx], 20h  ",icc,1
loc_4012C4:   | * | jz loc_401366 ,icc,1
"cmp byte ptr [rdi+rbx], 20h   | * | mov rax, [rsp+80h+var_60] ",icc,1
"jz loc_401366  | * | cmp dword ptr [rax-8], 0 ",icc,1
"mov rax, [rsp+80h+var_60]  | * | jl short loc_4012ED ",icc,1
"cmp dword ptr [rax-8], 0  | * | lea rdi, [rsp+80h+var_60]  ",icc,1
jl short loc_4012ED  | * | call __ZNSs12_M_leak_hardEv  ,icc,1
"lea rdi, [rsp+80h+var_60]   | * | mov rdi, [rsp+80h+var_68] ",icc,1
"call __ZNSs12_M_leak_hardEv   | * | mov rax, [rsp+80h+var_60] ",icc,1
"mov rdi, [rsp+80h+var_68]  | * | loc_4012ED:  ",icc,1
"mov rax, [rsp+80h+var_60]  | * | mov r13b, [rax+rbx] ",icc,1
"loc_4012ED:   | * | cmp dword ptr [rdi-8], 0 ",icc,1
"mov r13b, [rax+rbx]  | * | jl short loc_401306 ",icc,1
jl short loc_401306  | * | call __ZNSs12_M_leak_hardEv  ,icc,1
call __ZNSs12_M_leak_hardEv   | * | loc_401306:  ,icc,1
"mov rdi, [rsp+80h+var_68]  | * | mov esi, offset qword_605A78 ",icc,1
"loc_401306:   | * | mov rax, qword ptr cs:xmmword_605A80 ",icc,1
"mov esi, offset qword_605A78  | * | mov rcx, rsi ",icc,2
"mov rax, qword ptr cs:xmmword_605A80  | * | mov dl, [rbx+rdi] ",icc,1
"mov rcx, rsi  | * | test rax, rax ",icc,1
