idiom,label,count
"public _start  | * | xor ebp, ebp ",icc,1
"_start proc near   | * | mov r9, rdx  ",icc,1
"xor ebp, ebp  | * | pop rsi  ",icc,1
"mov r9, rdx   | * | mov rdx, rsp  ",icc,1
"pop rsi   | * | and rsp, 0FFFFFFFFFFFFFFF0h ",icc,1
"mov rdx, rsp   | * | push rax ",icc,1
"and rsp, 0FFFFFFFFFFFFFFF0h  | * | push rsp  ",icc,1
"push rax  | * | mov r8, offset __libc_csu_fini  ",icc,1
"push rsp   | * | mov rcx, offset __libc_csu_init  ",icc,1
"mov r8, offset __libc_csu_fini   | * | mov rdi, offset main  ",icc,1
"mov rcx, offset __libc_csu_init   | * | call ___libc_start_main ",icc,1
"mov rdi, offset main   | * | hlt ",icc,1
call ___libc_start_main  | * | _start endp ,icc,1
hlt  | * | align 4 ,icc,1
_start endp  | * | call_gmon_start proc near  ,icc,1
"align 4  | * | sub rsp, 8 ",icc,1
"call_gmon_start proc near   | * | mov rax, cs:__gmon_start___ptr ",icc,1
"sub rsp, 8  | * | test rax, rax ",icc,1
"mov rax, cs:__gmon_start___ptr  | * | jz short loc_400D9E ",icc,1
"test rax, rax  | * | call rax  ",icc,1
jz short loc_400D9E  | * | loc_400D9E:  ,icc,1
"call rax   | * | add rsp, 8 ",icc,1
loc_400D9E:   | * | retn ,icc,1
"add rsp, 8  | * | call_gmon_start endp ",icc,1
retn  | * | align 10h ,icc,7
call_gmon_start endp  | * | __do_global_dtors_aux proc near  ,icc,1
align 10h  | * | push rbp ,icc,2
"__do_global_dtors_aux proc near   | * | mov rbp, rsp ",icc,1
push rbp  | * | push rbx ,icc,2
"mov rbp, rsp  | * | sub rsp, 8 ",icc,2
"push rbx  | * | cmp cs:completed_6531, 0 ",icc,1
"sub rsp, 8  | * | jnz short loc_400E0D ",icc,1
"cmp cs:completed_6531, 0  | * | mov ebx, offset __DTOR_END__ ",icc,1
"jnz short loc_400E0D  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"mov ebx, offset __DTOR_END__  | * | sub rbx, offset __DTOR_LIST__ ",icc,1
"mov rax, cs:dtor_idx_6533  | * | sar rbx, 3 ",icc,1
"sub rbx, offset __DTOR_LIST__  | * | sub rbx, 1 ",icc,1
"sar rbx, 3  | * | cmp rax, rbx ",icc,1
"sub rbx, 1  | * | jnb short loc_400E06 ",icc,1
"cmp rax, rbx  | * | nop word ptr [rax+rax+00h] ",icc,1
jnb short loc_400E06  | * | loc_400DE8:  ,icc,1
"nop word ptr [rax+rax+00h]  | * | add rax, 1 ",icc,1
"loc_400DE8:   | * | mov cs:dtor_idx_6533, rax ",icc,1
"add rax, 1  | * | call ds:__DTOR_LIST__[rax*8] ",icc,1
"mov cs:dtor_idx_6533, rax  | * | mov rax, cs:dtor_idx_6533 ",icc,1
"call ds:__DTOR_LIST__[rax*8]  | * | cmp rax, rbx ",icc,1
"mov rax, cs:dtor_idx_6533  | * | jb short loc_400DE8 ",icc,1
"cmp rax, rbx  | * | loc_400E06:  ",icc,1
"jb short loc_400DE8  | * | mov cs:completed_6531, 1 ",icc,1
loc_400E06:   | * | loc_400E0D:  ,icc,1
"mov cs:completed_6531, 1  | * | add rsp, 8 ",icc,1
loc_400E0D:   | * | pop rbx ,icc,1
"add rsp, 8  | * | pop rbp ",icc,2
pop rbx  | * | retn ,icc,3
pop rbp  | * | __do_global_dtors_aux endp ,icc,1
retn  | * | align 20h ,icc,3
__do_global_dtors_aux endp  | * | frame_dummy proc near  ,icc,1
"align 20h  | * | cmp cs:__JCR_LIST__, 0 ",icc,1
frame_dummy proc near   | * | push rbp ,icc,1
"cmp cs:__JCR_LIST__, 0  | * | mov rbp, rsp ",icc,1
push rbp  | * | jz short loc_400E40 ,icc,1
"mov rbp, rsp  | * | mov eax, 0 ",icc,1
"jz short loc_400E40  | * | test rax, rax ",icc,1
"mov eax, 0  | * | jz short loc_400E40 ",icc,1
"test rax, rax  | * | pop rbp ",icc,1
"jz short loc_400E40  | * | mov edi, offset __JCR_LIST__ ",icc,1
pop rbp  | * | jmp rax ,icc,1
"mov edi, offset __JCR_LIST__  | * | loc_400E40:  ",icc,1
jmp rax  | * | pop rbp ,icc,1
loc_400E40:   | * | retn ,icc,1
pop rbp  | * | frame_dummy endp ,icc,1
frame_dummy endp  | * | public main ,icc,1
align 10h  | * | main proc near  ,icc,1
"push rbp  | * | and rsp, 0FFFFFFFFFFFFFF80h ",icc,1
"mov rbp, rsp  | * | push r12 ",icc,1
"and rsp, 0FFFFFFFFFFFFFF80h  | * | push r13 ",icc,1
push r12  | * | push r14 ,icc,5
push r13  | * | push r15 ,icc,3
push r14  | * | push rbx ,icc,4
"push r15  | * | sub rsp, 58h ",icc,1
"push rbx  | * | mov rsi, 0 ",icc,1
"sub rsp, 58h  | * | mov edi, 3 ",icc,1
"mov rsi, 0  | * | call __intel_new_feature_proc_init ",icc,1
"mov edi, 3  | * | stmxcsr [rsp+80h+var_80] ",icc,1
"call __intel_new_feature_proc_init  | * | mov edi, offset _ZSt3cin@@GLIBCXX_3_4 ",icc,1
"stmxcsr [rsp+80h+var_80]  | * | lea rsi, [rsp+80h+var_7C] ",icc,1
"mov edi, offset _ZSt3cin@@GLIBCXX_3_4  | * | or [rsp+80h+var_80], 8040h ",icc,1
"lea rsi, [rsp+80h+var_7C]  | * | ldmxcsr [rsp+80h+var_80] ",icc,1
"or [rsp+80h+var_80], 8040h  | * | call __ZNSirsERi  ",icc,1
"ldmxcsr [rsp+80h+var_80]  | * | xor esi, esi ",icc,1
"call __ZNSirsERi   | * | cmp [rsp+80h+var_7C], 0 ",icc,1
"xor esi, esi  | * | jle loc_40111B ",icc,1
"cmp [rsp+80h+var_7C], 0  | * | mov ebx, esi ",icc,1
jle loc_40111B  | * | loc_400EA6:  ,icc,1
"mov ebx, esi  | * | mov edi, offset _ZSt4cerr@@GLIBCXX_3_4 ",icc,1
"loc_400EA6:   | * | mov esi, ebx ",icc,1
"mov edi, offset _ZSt4cerr@@GLIBCXX_3_4  | * | call __ZNSolsEi  ",icc,1
"mov esi, ebx  | * | mov rdi, rax ",icc,1
"call __ZNSolsEi   | * | mov esi, offset unk_402464 ",icc,1
"mov rdi, rax  | * | call __ZStlsISt11char_traitsIcEERSt13basic_ostreamIcT_ES5_PKc  ",icc,1
"mov esi, offset unk_402464  | * | mov rdi, rax ",icc,1
"call __ZStlsISt11char_traitsIcEERSt13basic_ostreamIcT_ES5_PKc   | * | mov esi, [rsp+80h+var_7C] ",icc,1
"mov rdi, rax  | * | call __ZNSolsEi  ",icc,1
"mov esi, [rsp+80h+var_7C]  | * | mov rdi, rax ",icc,1
"call __ZNSolsEi   | * | mov esi, offset __ZSt4endlIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_  ",icc,1
"mov rdi, rax  | * | call __ZNSolsEPFRSoS_E  ",icc,1
"mov esi, offset __ZSt4endlIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_   | * | mov edi, offset format  ",icc,1
"call __ZNSolsEPFRSoS_E   | * | mov esi, offset n ",icc,1
"mov edi, offset format   | * | xor eax, eax ",icc,4
"mov esi, offset n  | * | call _scanf ",icc,2
"xor eax, eax  | * | mov r12d, cs:n ",icc,2
"call _scanf  | * | xor r13d, r13d ",icc,1
"mov r12d, cs:n  | * | xor r14d, r14d ",icc,1
"xor r13d, r13d  | * | mov r15d, offset a ",icc,1
"xor r14d, r14d  | * | lea eax, [r12-1] ",icc,1
"mov r15d, offset a  | * | test eax, eax ",icc,1
"lea eax, [r12-1]  | * | jle short loc_400F38 ",icc,1
"test eax, eax  | * | loc_400F05:  ",icc,1
"jle short loc_400F38  | * | mov edi, offset format  ",icc,1
"loc_400F05:   | * | mov rsi, r15 ",icc,1
"mov rsi, r15  | * | call _scanf ",icc,1
call _scanf  | * | inc r13 ,icc,1
"mov r12d, cs:n  | * | movsxd rax, r12d ",icc,1
"inc r13  | * | add r15, 4 ",icc,1
"movsxd rax, r12d  | * | dec rax ",icc,1
"add r15, 4  | * | dec dword ptr ds:a[r14] ",icc,1
"dec rax  | * | add r14, 4 ",icc,1
"dec dword ptr ds:a[r14]  | * | cmp r13, rax ",icc,1
"add r14, 4  | * | jl short loc_400F05 ",icc,1
"cmp r13, rax  | * | loc_400F38:  ",icc,1
jl short loc_400F05  | * | inc ebx ,icc,1
"loc_400F38:   | * | mov edi, offset aCaseD  ",icc,1
"inc ebx  | * | mov esi, ebx ",icc,1
"mov edi, offset aCaseD   | * | xor eax, eax ",icc,1
"mov esi, ebx  | * | call _printf ",icc,1
"xor eax, eax  | * | movsxd r12, r12d ",icc,1
"call _printf  | * | mov al, 1 ",icc,1
"movsxd r12, r12d  | * | mov ds:dword_66FB1C[r12*4], 3B9ACA00h ",icc,1
"mov al, 1  | * | dec r12d ",icc,1
"mov ds:dword_66FB1C[r12*4], 3B9ACA00h  | * | jz short loc_400FCE ",icc,1
"dec r12d  | * | test r12d, r12d ",icc,1
jz short loc_400FCE  | * | jle short loc_400FC2 ,icc,1
"test r12d, r12d  | * | cmp r12d, 4 ",icc,1
